time,plant_id,plant_name,plant_code,inverter_id,inverter_name,inverter_brand,inverter_model,inverter_nominal_power_kw,power_kw,energy_kwh,intensity_cc_a,intensity_ca_a,voltage_cc_v,voltage_ca_v,uptime_h,temperature_c,readings
2022-11-09 14:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,68.43,138.86,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 14:05:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208443.5,NULL,NULL,NULL,NULL,13400.0,60,1.0
2022-11-09 14:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,41.4,137.18,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 14:05:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,516.0,NULL,NULL,NULL,NULL,28298.0,21,1.0
2022-11-09 14:05:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,329.19,504.4,NULL,NULL,NULL,NULL,28304.0,42,1.0
2022-11-09 14:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,45.05,140.65,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 14:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,52.49,143.26,NULL,NULL,NULL,NULL,15556.0,NULL,1.0
2022-11-09 14:05:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,37.64,141.64,NULL,NULL,NULL,NULL,16580.0,NULL,1.0
2022-11-09 14:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,24.67,139.05,NULL,NULL,NULL,NULL,16580.0,NULL,1.0
2022-11-09 14:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,24.1,138.36,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 14:00:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,168.05,488.0,NULL,NULL,NULL,NULL,28304.0,42,1.0
2022-11-09 14:00:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,493.7,NULL,NULL,NULL,NULL,28298.0,21,1.0
2022-11-09 14:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,24.43,141.02,NULL,NULL,NULL,NULL,15556.0,NULL,1.0
2022-11-09 14:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,25.09,134.75,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 14:00:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208404.3,NULL,NULL,NULL,NULL,13400.0,60,1.0
2022-11-09 14:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,23.83,136.7,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 14:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,25.16,139.29,NULL,NULL,NULL,NULL,16617.0,NULL,1.0
2022-11-09 14:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,24.99,137.66,NULL,NULL,NULL,NULL,16624.0,NULL,1.0
2022-11-09 14:00:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,25.47,142.82,NULL,NULL,NULL,NULL,15785.0,NULL,1.0
2022-11-09 14:00:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 14:00:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,228.53,517.1,NULL,NULL,NULL,NULL,28210.0,42,1.0
2022-11-09 14:00:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,190.83,499.2,NULL,NULL,NULL,NULL,28258.0,42,1.0
2022-11-09 02:00:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4132034.4,NULL,NULL,NULL,NULL,13378.0,60,1.0
2022-11-09 14:00:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,212.52,514.2,NULL,NULL,NULL,NULL,18378.0,42,1.0
2022-11-09 14:00:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,512.3,NULL,NULL,NULL,NULL,17877.0,42,1.0
2022-11-09 14:00:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,158.54,513.2,NULL,NULL,NULL,NULL,18343.0,42,1.0
2022-11-09 13:55:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,152.32,499.5,NULL,NULL,NULL,NULL,18343.0,42,1.0
2022-11-09 13:55:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,500.9,NULL,NULL,NULL,NULL,17877.0,42,1.0
2022-11-09 13:55:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,152.9,499.7,NULL,NULL,NULL,NULL,18378.0,42,1.0
2022-11-09 13:55:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,144.17,1066.2,NULL,NULL,NULL,NULL,18249.0,42,1.0
2022-11-09 13:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,12.55,141.04,NULL,NULL,NULL,NULL,15785.0,NULL,1.0
2022-11-09 13:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,11.91,137.54,NULL,NULL,NULL,NULL,16617.0,NULL,1.0
2022-11-09 13:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,11.51,136.22,NULL,NULL,NULL,NULL,16624.0,NULL,1.0
2022-11-09 13:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,12.45,135.36,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 01:55:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4132003.1,NULL,NULL,NULL,NULL,13378.0,60,1.0
2022-11-09 13:55:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,137.67,503.5,NULL,NULL,NULL,NULL,28210.0,42,1.0
2022-11-09 13:55:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,132.21,487.0,NULL,NULL,NULL,NULL,28257.0,42,1.0
2022-11-09 13:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,12.5,139.64,NULL,NULL,NULL,NULL,15555.0,NULL,1.0
2022-11-09 13:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,12.02,136.98,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 13:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,12.36,137.32,NULL,NULL,NULL,NULL,16580.0,NULL,1.0
2022-11-09 13:55:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,478.6,NULL,NULL,NULL,NULL,28298.0,21,1.0
2022-11-09 13:55:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,141.77,474.4,NULL,NULL,NULL,NULL,28304.0,42,1.0
2022-11-09 13:55:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208378.5,NULL,NULL,NULL,NULL,13400.0,60,1.0
2022-11-09 13:55:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,10.99,133.33,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 13:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,15.57,132.24,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 13:50:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208351.3,NULL,NULL,NULL,NULL,13400.0,60,1.0
2022-11-09 13:50:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,162.92,452.5,NULL,NULL,NULL,NULL,28304.0,42,1.0
2022-11-09 13:50:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,464.3,NULL,NULL,NULL,NULL,28298.0,21,1.0
2022-11-09 13:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,16.96,135.78,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 13:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,17.61,138.37,NULL,NULL,NULL,NULL,15555.0,NULL,1.0
2022-11-09 13:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,17.48,136.03,NULL,NULL,NULL,NULL,16580.0,NULL,1.0
2022-11-09 13:50:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,201.8,467.2,NULL,NULL,NULL,NULL,28257.0,42,1.0
2022-11-09 01:50:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4131984.3,NULL,NULL,NULL,NULL,13378.0,60,1.0
2022-11-09 13:50:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,165.3,472.4,NULL,NULL,NULL,NULL,28210.0,42,1.0
2022-11-09 13:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,16.21,135.09,NULL,NULL,NULL,NULL,16624.0,NULL,1.0
2022-11-09 13:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,17.39,139.75,NULL,NULL,NULL,NULL,15785.0,NULL,1.0
2022-11-09 13:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,16.72,136.31,NULL,NULL,NULL,NULL,16617.0,NULL,1.0
2022-11-09 13:50:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,484.94,1066.2,NULL,NULL,NULL,NULL,18249.0,42,1.0
2022-11-09 13:50:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,482.5,462.6,NULL,NULL,NULL,NULL,18378.0,42,1.0
2022-11-09 13:50:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,17.66,134.08,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 13:50:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,492.68,463.9,NULL,NULL,NULL,NULL,18343.0,42,1.0
2022-11-09 13:50:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,468.9,NULL,NULL,NULL,NULL,17877.0,42,1.0
2022-11-09 13:45:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,433.9,NULL,NULL,NULL,NULL,17877.0,42,1.0
2022-11-09 13:45:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,497.65,424.6,NULL,NULL,NULL,NULL,18343.0,42,1.0
2022-11-09 13:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,26.83,132.04,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 13:45:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,478.93,1066.2,NULL,NULL,NULL,NULL,18249.0,NULL,1.0
2022-11-09 13:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,26.5,134.35,NULL,NULL,NULL,NULL,16617.0,NULL,1.0
2022-11-09 13:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,25.57,133.27,NULL,NULL,NULL,NULL,16624.0,NULL,1.0
2022-11-09 13:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,26.47,137.76,NULL,NULL,NULL,NULL,15785.0,NULL,1.0
2022-11-09 13:45:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,468.49,441.2,NULL,NULL,NULL,NULL,28210.0,42,1.0
2022-11-09 13:45:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,455.53,437.1,NULL,NULL,NULL,NULL,28257.0,42,1.0
2022-11-09 01:45:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4131949.5,NULL,NULL,NULL,NULL,13378.0,60,1.0
2022-11-09 13:45:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,499.23,424.0,NULL,NULL,NULL,NULL,18378.0,42,1.0
2022-11-09 13:45:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208313.3,NULL,NULL,NULL,NULL,13400.0,60,1.0
2022-11-09 13:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,25.22,130.45,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 13:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,27.99,133.97,NULL,NULL,NULL,NULL,16580.0,NULL,1.0
2022-11-09 13:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,25.75,133.89,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 13:45:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,435.9,NULL,NULL,NULL,NULL,28298.0,21,1.0
2022-11-09 13:45:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,435.7,422.3,NULL,NULL,NULL,NULL,28304.0,42,1.0
2022-11-09 13:45:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,26.74,136.38,NULL,NULL,NULL,NULL,15555.0,NULL,1.0
2022-11-09 13:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,24.75,134.15,NULL,NULL,NULL,NULL,15555.0,NULL,1.0
2022-11-09 13:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,24.03,131.72,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 13:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,24.7,131.76,NULL,NULL,NULL,NULL,16580.0,NULL,1.0
2022-11-09 13:40:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,325.52,402.2,NULL,NULL,NULL,NULL,28304.0,42,1.0
2022-11-09 13:40:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,406.7,NULL,NULL,NULL,NULL,28298.0,21,1.0
2022-11-09 13:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,23.01,128.33,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 13:40:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208267.3,NULL,NULL,NULL,NULL,13400.0,60,1.0
2022-11-09 13:40:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,194.52,398.3,NULL,NULL,NULL,NULL,18378.0,42,1.0
2022-11-09 13:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,25.04,135.52,NULL,NULL,NULL,NULL,15785.0,NULL,1.0
2022-11-09 13:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,24.24,132.17,NULL,NULL,NULL,NULL,16617.0,NULL,1.0
2022-11-09 13:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,23.66,130.72,NULL,NULL,NULL,NULL,16624.0,NULL,1.0
2022-11-09 13:40:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,260.12,1066.2,NULL,NULL,NULL,NULL,18249.0,42,1.0
2022-11-09 13:40:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,24.66,129.84,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 01:40:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4131905.7,NULL,NULL,NULL,NULL,13378.0,60,1.0
2022-11-09 13:40:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,443.5,423.9,NULL,NULL,NULL,NULL,28210.0,42,1.0
2022-11-09 13:40:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,393.12,410.1,NULL,NULL,NULL,NULL,28257.0,42,1.0
2022-11-09 13:40:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,401.7,NULL,NULL,NULL,NULL,17877.0,42,1.0
2022-11-09 13:40:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,150.64,400.8,NULL,NULL,NULL,NULL,18343.0,42,1.0
2022-11-09 13:35:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,398.73,376.9,NULL,NULL,NULL,NULL,18343.0,42,1.0
2022-11-09 13:35:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,376.4,NULL,NULL,NULL,NULL,17877.0,42,1.0
2022-11-09 13:35:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,143.82,397.3,NULL,NULL,NULL,NULL,28257.0,42,1.0
2022-11-09 01:35:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4131870.4,NULL,NULL,NULL,NULL,13378.0,60,1.0
2022-11-09 13:35:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,149.03,412.1,NULL,NULL,NULL,NULL,28210.0,42,1.0
2022-11-09 13:35:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,298.28,1066.2,NULL,NULL,NULL,NULL,18249.0,42,1.0
2022-11-09 13:35:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,34.53,128.51,NULL,NULL,NULL,NULL,16624.0,NULL,1.0
2022-11-09 13:35:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,35.27,133.21,NULL,NULL,NULL,NULL,15785.0,NULL,1.0
2022-11-09 13:35:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,33.61,129.96,NULL,NULL,NULL,NULL,16617.0,NULL,1.0
2022-11-09 13:35:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,381.18,373.5,NULL,NULL,NULL,NULL,18378.0,42,1.0
2022-11-09 13:35:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,36.66,127.58,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 13:35:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,392.6,NULL,NULL,NULL,NULL,28297.0,21,1.0
2022-11-09 13:35:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,150.07,388.9,NULL,NULL,NULL,NULL,28304.0,42,1.0
2022-11-09 13:35:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,35.1,129.54,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 13:35:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,35.4,131.89,NULL,NULL,NULL,NULL,15555.0,NULL,1.0
2022-11-09 13:35:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,32.1,129.51,NULL,NULL,NULL,NULL,16580.0,NULL,1.0
2022-11-09 13:35:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208232.1,NULL,NULL,NULL,NULL,13399.0,60,1.0
2022-11-09 13:35:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,33.71,125.79,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 13:30:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,32.16,122.86,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 13:30:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 13:30:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,37.6,126.01,NULL,NULL,NULL,NULL,16580.0,NULL,1.0
2022-11-09 13:30:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,32.85,126.43,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 13:30:00+01,1,Alcolea,SomEnergia_Alcolea,17,inversor2,NULL,NULL,NULL,121.4,378.3,NULL,NULL,NULL,NULL,28304.0,42,1.0
2022-11-09 13:30:00+01,1,Alcolea,SomEnergia_Alcolea,16,inversor1,NULL,NULL,NULL,0.0,381.1,NULL,NULL,NULL,NULL,28297.0,21,1.0
2022-11-09 13:30:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,33.83,128.58,NULL,NULL,NULL,NULL,15555.0,NULL,1.0
2022-11-09 13:30:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,33.23,124.09,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 13:30:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,34.28,126.83,NULL,NULL,NULL,NULL,16616.0,NULL,1.0
2022-11-09 13:30:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,32.77,125.5,NULL,NULL,NULL,NULL,16623.0,NULL,1.0
2022-11-09 13:30:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,33.86,130.09,NULL,NULL,NULL,NULL,15785.0,NULL,1.0
2022-11-09 13:30:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 13:30:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,126.32,400.8,NULL,NULL,NULL,NULL,28209.0,42,1.0
2022-11-09 13:30:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,119.62,386.9,NULL,NULL,NULL,NULL,28257.0,42,1.0
2022-11-09 01:30:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 13:30:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,160.38,347.1,NULL,NULL,NULL,NULL,18378.0,42,1.0
2022-11-09 13:30:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,142.65,349.6,NULL,NULL,NULL,NULL,18343.0,42,1.0
2022-11-09 13:30:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,347.4,NULL,NULL,NULL,NULL,17876.0,42,1.0
2022-11-09 13:25:00+01,7,Matallana,SomEnergia_Exiom,32,inversor1,NULL,NULL,NULL,0,327.8,NULL,NULL,NULL,NULL,17876.0,42,1.0
2022-11-09 13:25:00+01,7,Matallana,SomEnergia_Exiom,31,inversor4,NULL,NULL,NULL,203.32,332.2,NULL,NULL,NULL,NULL,18343.0,42,1.0
2022-11-09 13:25:00+01,7,Matallana,SomEnergia_Exiom,30,inversor3,NULL,NULL,NULL,205.63,329.8,NULL,NULL,NULL,NULL,18378.0,42,1.0
2022-11-09 13:25:00+01,7,Matallana,SomEnergia_Exiom,33,inversor2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-11-09 13:25:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,25,inversor4,NULL,NULL,NULL,53.22,125.58,NULL,NULL,NULL,NULL,15785.0,NULL,1.0
2022-11-09 13:25:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,23,inversor2,NULL,NULL,NULL,63.87,122.4,NULL,NULL,NULL,NULL,16616.0,NULL,1.0
2022-11-09 13:25:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,24,inversor3,NULL,NULL,NULL,51.42,120.99,NULL,NULL,NULL,NULL,16623.0,NULL,1.0
2022-11-09 13:25:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,29,inversor8,NULL,NULL,NULL,79.34,119.48,NULL,NULL,NULL,NULL,16354.0,NULL,1.0
2022-11-09 01:25:00+01,6,Florida,SomEnergia_La_Florida,20,inversor1,NULL,NULL,NULL,0.0,4131815.9,NULL,NULL,NULL,NULL,13378.0,60,1.0
2022-11-09 13:25:00+01,1,Alcolea,SomEnergia_Alcolea,18,inversor3,NULL,NULL,NULL,163.32,384.2,NULL,NULL,NULL,NULL,28209.0,42,1.0
2022-11-09 13:25:00+01,1,Alcolea,SomEnergia_Alcolea,19,inversor4,NULL,NULL,NULL,155.04,373.1,NULL,NULL,NULL,NULL,28257.0,42,1.0
2022-11-09 13:25:00+01,6,Florida,SomEnergia_La_Florida,21,inversor2,NULL,NULL,NULL,0.0,4208187.0,NULL,NULL,NULL,NULL,13399.0,60,1.0
2022-11-09 13:25:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,22,inversor1,NULL,NULL,NULL,50.88,118.37,NULL,NULL,NULL,NULL,2570.0,NULL,1.0
2022-11-09 13:25:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,28,inversor7,NULL,NULL,NULL,65.29,124.06,NULL,NULL,NULL,NULL,15555.0,NULL,1.0
2022-11-09 13:25:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,27,inversor6,NULL,NULL,NULL,59.35,121.25,NULL,NULL,NULL,NULL,16607.0,NULL,1.0
2022-11-09 13:25:00+01,3,Fontivsolar,SomEnergia_Fontivsolar,26,inversor5,NULL,NULL,NULL,91.31,121.4,NULL,NULL,NULL,NULL,16579.0,NULL,1.0
